RegistrationID,RegDate,JobFunction,City,Region,Country,RegYear,UserGuid
00C6034A-25D5-436D-9EC6-02EBE826B01B,9/8/2007,NULL,Sterling,VA,United States,2007,24EFC8EC-C62C-46A5-899D-EE0199FD8E69
BA372CB0-3F56-4D5D-AEE3-0326A5FABF1A,7/6/2007,NULL,Redmond,WA,United States,2007,64C270E4-FC15-4C96-B5AF-624096C5F628
EE1DED69-B90C-4135-95D5-032D9760CA93,8/15/2007,NULL,Redmond,WA,,2007,0EE1A657-8044-46BA-9703-EE9061F233AE
F9F800BF-E6E3-4044-B610-034930DCEB2C,6/27/2007,NULL,Gentofte,,Denmark,2007,31BB0755-7C46-4760-8DB2-375354AE1893
BC06D934-152F-4B15-8564-039D4370F049,8/21/2007,NULL,Aliso Viejo,CA,United States,2007,4D84595F-F21B-443D-85C8-2BE032E83018
D979981B-251A-410B-9B05-03AD1E445315,8/6/2007,NULL,Johnston,RI,United States,2007,NULL
8127E204-D0C6-49D3-9414-03F2DAE9E6F3,8/29/2007,NULL,Oklahoma City,OK,United States,2007,94D95926-94C7-4E5E-A3B9-5DF3F214FF90
1440CDA0-DFA4-48BE-B0CE-040A8A4BA6A4,8/20/2007,NULL,Boulder,CO,,2007,0A45F52B-E9F7-4E4F-B363-BBA4EAF320D7
40166E9B-51CC-41A8-9CE9-0417D73A193A,7/24/2007,NULL,Houston,TX,,2007,DA5D54C9-FBFB-4953-8F0E-34F78DE00FAE
C48332A4-A11C-4D60-A3BF-0429AFCFE394,9/19/2007,NULL,Hannover,,Germany,2007,0B86F5E4-7B40-4E26-83B4-F8AF6F82074A
5A8E697F-8C12-4F0C-99AB-043D1C6C3576,4/2/2007,NULL,Anchorage,AK,United States,2007,518697C2-9041-4E57-9BEA-671417ADE8E3
C5EACDEE-0841-41C3-9CA8-043F307A15EB,8/14/2007,NULL,Towson,MD,United States,2007,89E40889-7EAE-4309-8112-6F54E3BA36E3
9D26694B-D0F6-4366-A0BE-0441E4F64EC5,5/24/2007,NULL,Broendby,,Denmark,2007,E433E65A-BFAA-4512-BB25-32F83B3D76B7
39814548-BC19-4A18-9728-0468EF753331,5/31/2007,NULL,Fishers,IN,United States,2007,F7598113-A920-4399-9BE5-006BB0170DEE
74B5022E-9F35-47E2-86A0-0470595A269C,7/18/2007,NULL,Winnipeg,MB,Canada,2007,32177917-67DE-4480-8119-EF51B7BE80FF
2EB1DD4B-EE8C-4E1F-B8D0-047773A24772,4/2/2007,NULL,Redondo Beach,CA,United States,2007,1385C198-EECB-482E-974A-0DC14FA1363D
AC2B40A7-D185-4EAA-9B02-04B7D2081D44,8/28/2007,NULL,Saint Louis,MO,United States,2007,632DA4E5-3950-4073-919C-3F515CCB4FEF
248F9093-1A46-4177-B207-04D034BDD0F9,8/28/2007,NULL,West Des Moines,IA,,2007,A9D048A4-9AE7-40A3-81F1-9B4261FA8A97
15494E81-2D17-48A8-95D2-04D59C0F66A6,8/30/2007,NULL,Newport News,VA,United States,2007,BC6AE4FB-4F9B-46FA-B2BC-08980EC99807
24E5740D-C38A-4A35-885E-05154FBFC183,7/31/2007,NULL,Westminster,CO,United States,2007,NULL
ED06C393-6E57-4B64-8B2C-0524E4F9C71C,5/25/2007,NULL,Indianapolis,IN,United States,2007,CB011247-0A25-4355-9557-F79581698F21
A7639D27-3EFF-4FC0-AED1-056C3BD4C63A,5/30/2007,NULL,Parker,CO,United States,2007,C739B41D-4F15-49B6-99C0-BB857F4DA37D
121B869E-D29D-4D5D-955D-061CA0162D18,8/28/2007,NULL,Salt Lake City,UT,United States,2007,A52B3BB8-0D5A-4730-BDAD-9E90BA67AFF4
1F3139B1-0A13-414E-9950-065617227AF7,8/29/2007,NULL,Beaverton,OR,United States,2007,0F66A98D-1E7F-4099-B7D5-4B3541E083E9
AB571891-20E1-45DF-A711-0671E738E3A8,4/2/2007,NULL,Bloomington,IL,United States,2007,NULL
5A03091A-FEDC-411A-B3EE-067A3855161A,8/10/2007,NULL,Coralville,IA,United States,2007,DC7D3DE2-3CD5-4C22-8C7E-F4BF3E4902AC
8BFF220D-DE25-4FDC-A227-0688D6B875D1,5/2/2007,NULL,New Albany,IN,,2007,BD2F7E29-5F84-47CD-9DD1-FE2C36176EF8
544448A5-F483-4A16-9B45-06FAB81D0DE6,7/27/2007,NULL,Cambridge,,United Kingdom,2007,B1ECBB2E-FDFD-4D6D-A406-54CCFBB3B663
5B5EE612-DB60-4923-8617-07E8F265FFEF,9/17/2007,NULL,Westminter,CO,United States,2007,385EE0C3-3B08-443E-843B-622DF2244559
4574E324-14EC-41A3-8268-080B0ACBF1F4,4/2/2007,NULL,Johnston,RI,United States,2007,F599A5C1-CB46-468E-B8D1-27F46BA58CF8
EB7C2948-DD01-4C1D-AB03-0836075D194A,9/4/2007,NULL,Redmond,WA,,2007,NULL
3AA54459-3A16-41AE-BA11-083B122BD261,8/1/2007,NULL,Charlotte,NC,United States,2007,2D822C14-18FA-4E98-9C0B-C763E9C0DD2C
7C48C364-415E-44EA-AD3B-0899AFC2D1CD,8/27/2007,NULL,Boston,MA,United States,2007,36AC6FF1-147D-4868-83F4-6E60F4230CA0
C552D711-6969-4E2F-A2C1-089F678B39B6,7/27/2007,NULL,Clover,SC,United States,2007,702FB612-0BFA-457A-921C-1307AFFFE95A
FC844C82-F1AA-42F9-808C-08A5A2C7A4F5,5/24/2007,NULL,Acthornbach,,Germany,2007,D081D516-6C6E-40A8-8443-F975DF60C79F
AC306DD4-E247-496D-A91E-08AB8B971379,9/11/2007,NULL,Englewood,CO,,2007,D151099F-9287-4434-82D7-93C32A15CE11
FEE00860-0F55-4808-B9AC-08AC78A0DCB4,8/13/2007,NULL,Albuquerque,NM,United States,2007,D76F6BDE-D70A-4E84-8D4E-097469D6C011
77F7E798-36EB-41CF-9AE0-0926FC1CF3C7,8/29/2007,NULL,Littleton,CO,,2007,22A7DB1B-197D-48D7-A7A3-9FC126ACEB9E
6432ECF7-5F81-4CC7-BE7E-09BBC4FF1901,8/28/2007,NULL,Richmond,VA,United States,2007,E42AD06B-3841-4D83-B583-18C8A3C39F36
35DC244F-C56B-42DA-AA70-09DB78061E67,9/5/2007,NULL,Lakewood,CO,United States,2007,3A8C32F6-0F92-40BA-BB3A-645444FC196B
C1BC1FEB-D03C-4579-A710-0A0495B98C53,6/12/2007,NULL,Johnston,RI,United States,2007,112F8346-3D9E-4696-A629-500DAB63975E
42EDE47E-E44C-4D7F-8B7A-0A1C8C7F0A75,8/29/2007,NULL,Omaha,NE,United States,2007,256E84FE-747E-4E42-998F-45882F5956A4
6054EC4E-3DCE-44C4-B0F9-0A6D87F2219F,6/16/2007,NULL,Washington,DC,United States,2007,5592FE8B-730A-4597-9F82-0233218F1030
D90D2518-139F-41D1-B04D-0A971AB56DB5,4/13/2007,NULL,Atlanta,GA,United States,2007,90057509-D022-4B15-B639-C284B3A0C7AB
296D25A6-2698-4648-A454-0AA04F35838F,7/24/2007,NULL,Houston,TX,,2007,6853B94A-908A-4DEC-95D0-AB4154077465
229CC651-FF1C-4C1A-BDC4-0AA8D3B67B07,7/20/2007,NULL,Victoria ,BC,Canada,2007,0423A6BD-9F90-4C31-BED6-8748646A1BEE
891E0F95-763D-4340-95E9-0AC1A71F0632,4/6/2007,NULL,Bagsvaerd,,Denmark,2007,37399149-63EE-46F3-B081-D04A462D87A2
01715BB1-FCE8-4F17-835F-0ACAAA3243EA,8/21/2007,NULL,Dublin,OH,United States,2007,24AB2C31-1719-4483-AA40-79928057BEAE
749D557B-A1D3-446E-B2D8-0B7A446406AD,9/11/2007,NULL,Reno,NV,United States,2007,7D927AB7-4798-45EC-B280-3947AEEB4400
F38E221C-94EF-4C17-BD36-0BF0BBD2F3E7,9/6/2007,NULL,Englewood,OH,United States,2007,D3328CA8-AFC4-4A41-B352-E7A6CE1F6213
7A456D58-8718-49FE-8472-0C63E1A16092,8/29/2007,NULL,Denver,CO,United States,2007,0038BDC4-0AC2-41C1-89EA-DBE1C035B131
1AE9816D-1146-4349-BBEF-0CA2AEB17DCA,7/6/2007,NULL,Redmond,WA,United States,2007,218D9D04-56AE-450C-B6DE-376F86D3F402
B771D508-F1D1-42E6-92CA-0CFD2B99CC43,8/28/2007,NULL,Minnetonka,MN,United States,2007,836CD221-1C01-4429-8277-9311A1F9FAE7
1D5E67F5-692D-4D4D-9F03-0D0E5D89F970,9/12/2007,NULL,Brookings,SD,,2007,4D824C60-D197-4A3A-B411-26528E6C4DAC
1DC16157-0ECA-4568-A7DA-0D26ACEBA402,8/20/2007,NULL,Mayfield Village,OH,United States,2007,FA09033C-790C-4563-BB91-879F76CBCF7B
F1AA446B-9936-4F1E-A6C1-0D3E7D3B301A,9/4/2007,NULL,New York,NY,United States,2007,AE0BDA5E-76CE-45B0-B44E-FB2756838A10
0346F80F-8CAB-41CE-AFFF-0D4FD6EA0B40,8/16/2007,NULL,Columbus,OH,,2007,2B47680D-C0E9-4BA3-81AC-079B52B8B8E3
B415FA0D-9FE6-4F9F-8D7C-0D51CAA26BBF,9/18/2007,NULL,Centennial,,,2007,4C819027-50F6-4AC5-9126-1EDF44B7CE17
A8372C19-BBE1-44B3-BE35-0D5752A26354,9/9/2007,NULL,Orange Park,FL,,2007,603C0AA0-E837-4F50-AB49-ECE8CCF94056
47B016F8-3D17-472F-BC1D-0D587C3C30D4,5/29/2007,NULL,Denver,CO,,2007,DE6A232A-F48D-499A-970B-0E2B535795D6
B2EEFEF1-587E-4838-A52B-0DED595BD75A,5/22/2007,NULL,Duluth,GA,,2007,NULL
FB9B7F2E-AEE0-4E1A-92FB-0E25F9AF8E4D,8/30/2007,NULL,Westborough,MA,United States,2007,FE2330FD-1175-46A6-B9C9-B3095D85D34E
35336125-9F67-405D-9A3C-0E380EDD7F98,7/24/2007,NULL,Houston,TX,,2007,2E24EAFF-106F-4AEF-B2B4-E64FA996A87A
7EE21437-AF4A-48C8-9C23-0E59B6DC50A7,8/14/2007,NULL,Sioux Falls,SD,,2007,B31138FA-18E8-4438-B9A0-D336B39489B0
0AE75192-63DE-4F2C-B5CC-0E709710592D,8/16/2007,NULL,Redmond,WA,United States,2007,B8DB7096-8A49-41A2-B462-1ACBE9B39433
A04EF7E5-202D-44B4-868E-0EDC1920A548,8/6/2007,NULL,Aliso Viejo,CA,United States,2007,28733ED8-DEC9-48AD-940C-23488CCCA570
D722D405-4462-49EE-8E5E-0EF3ABFDAD6E,7/24/2007,NULL,Stamford,CT,United States,2007,NULL
F5918A22-CDC7-4277-AFCF-0F0D5576CBE0,7/16/2007,NULL,Cedar Rapids,IA,,2007,0116C978-26EA-4189-9D8C-30181A9A7690
69651C8C-B28B-41F8-881E-0F58B3C97603,9/11/2007,NULL,Denver,CO,United States,2007,14880DD4-BF5A-4EDC-B7C8-3E006F3DFAD6
4C8687D5-DFAB-4797-96C6-0F948D60C86C,8/14/2007,NULL,Redmond,WA,United States,2007,8A8C9176-E06F-44D5-8340-A1F0167DE092
CD22B4BE-EAFD-4018-8D9E-0F9BB26E96A2,9/4/2007,NULL,Redmond,WA,,2007,A2ABA749-794E-447A-A139-59D74D462574
EBB49998-BD68-42F2-BDEE-0F9E1326BAEF,9/18/2007,NULL,Colchester,VT,United States,2007,DF8259D6-F625-4E67-9BDA-66FE2ED19D6C
8222356E-E030-4E34-B845-0FAD84382D7A,8/30/2007,NULL,Ottawa,ON,Canada,2007,56DC6471-B12D-4000-B46A-7B7BC9C1EEEF
6CA6A9D5-4002-41DA-A7D7-0FC47D647267,8/15/2007,NULL,Bayamon,PR,,2007,4D6FD2D2-2FD7-45C1-840B-E13E40041805
8A536629-9CAC-4856-A0B5-0FFBEFAD314E,8/24/2007,NULL,Wilton,NH,United States,2007,8D1509C4-B465-4FD6-8B99-0FD26C66B36B
46B81FFC-9372-41CE-95C5-100E8CFC179D,4/24/2007,NULL,Brooklyn,NY,United States,2007,5AA4045E-E103-4539-8131-83431803165A
12405927-6CFE-4FEE-9174-101DC95B3A36,8/14/2007,NULL,Salford Quays,,United Kingdom,2007,A0B000AA-E6E3-4B1E-A889-AE13DF7BB4A5
ACA5B884-EA6E-4E2F-8867-102002AAD916,8/22/2007,NULL,Redmond,WA,United States,2007,C6F73905-606B-4E88-9F9C-F1B892EFC2A3
18A9F0F9-BB82-4A84-93D8-102F4E358B76,8/21/2007,NULL,Redmond,WA,United States,2007,44073C10-BB3F-4C11-9173-C92F550AEFE8
13C39C57-09BD-4FC5-892E-105820D2B7C8,9/7/2007,NULL,Loveland,CO,United States,2007,00A44D5F-E7F3-420D-BB6F-FCC10F5EAF61
9CE575C8-3C56-4454-BFE8-108CA1285B3E,8/26/2007,NULL,New York,NY,United States,2007,55BB52EE-3E38-4AD8-B01E-9A2CCA065FA9
937D9AF8-9AAA-4082-A411-108EC474A03C,5/14/2007,NULL,Charlotte,NC,United States,2007,NULL
BB9C77AE-B583-4C07-A576-10906C9704BD,9/17/2007,NULL,Redmond,WA,,2007,2B47680D-C0E9-4BA3-81AC-079B52B8B8E3
DAA4683F-5892-4A95-A543-1091FD8E1206,8/16/2007,NULL,Bellevue,WA,United States,2007,79B1798B-9F3C-4B36-9336-7C6BDFE26EE5
495FFB12-99B3-4064-B07C-10CC06B5063D,8/31/2007,NULL,Ottawa,ON,Canada,2007,1B7FF824-17EA-49FB-9E41-19893B039494
AEFDE180-0461-4C9B-8241-10CE607E5E1D,8/30/2007,NULL,Fort Collins,CO,,2007,D6B03443-EEF5-48A7-BC0A-DE357911DE80
0E6E89C8-460D-4E3A-A757-1105CFB38AD9,8/27/2007,NULL,Columbia,MD,United States,2007,NULL
4A252E61-1EC0-48F7-80E5-111C5AA78897,4/13/2007,NULL,Leawood,KS,United States,2007,AE31319E-0F9C-4E36-8827-05FF6EB143EE
73DAAC6F-3F9C-48BC-AFEF-113190F132BE,8/27/2007,NULL,Beaverton,OR,,2007,5C51E406-9C22-42C8-9218-6A342528A3F7
DF51B2BC-A6F6-43EB-8244-1176D7E9A0B6,7/18/2007,NULL,Lenexa,KS,United States,2007,67BF4C62-9C7D-4B6F-AF85-98E00BB01D38
58D30C84-F5FE-45F0-9681-11D1C77B8341,7/6/2007,NULL,Vancouver,BC,Canada,2007,NULL
B012728C-D420-41FA-84B5-11F10D426D5F,4/6/2007,NULL,New York,NY,United States,2007,28CCCA7C-8C90-4F54-8958-14BE93F2B74C
B51DBA11-9682-4088-9F9B-11FE97250B99,8/16/2007,NULL,Vienna,,Austria,2007,6693C593-2A22-49FC-A39E-850E23A521CD
1611F696-E40A-4E76-A400-12195039155D,9/9/2007,NULL,Orinda,CA,United States,2007,01CED81A-154F-4A90-9968-8B50C5BC0487
B762E0C8-2B35-426F-B222-1230D231D3B5,9/4/2007,NULL,Golden,CO,United States,2007,C4812B36-972F-44D9-AFFA-5DBCA4148EC9
06F72E0C-A883-4912-A4FC-12329B1E1228,7/20/2007,NULL,Dover,DE,United States,2007,54AB36B1-FFE2-4A9F-86A3-E1E494483F7E
994E9FAC-CF82-4CB0-A65D-12355A99A6BD,4/2/2007,NULL,McLean,VA,United States,2007,EB264B00-6BBF-43D6-A698-3858FBCA1F8A
1C48CF0D-D481-413B-A16A-124A587F6915,6/22/2007,NULL,Reston,VA,United States,2007,4E38D004-3719-4E9E-BE37-8F6A0E76950F
F407F09F-2D39-41C9-AF90-131E59999CAF,7/27/2007,NULL,Cambridge,,United Kingdom,2007,AF01B5F5-82DD-4B87-942E-27151A26A7A3
ADE55B54-34FB-44A1-BE0B-13452F99E581,8/23/2007,NULL,Columbus,OH,,2007,F6255F83-7D1F-4BC1-ABD8-5E4815D6698C
697E9A5A-7D06-4070-823A-136B58AA4A50,7/6/2007,NULL,Redmond,WA,United States,2007,8F8151E2-037D-4CAA-BB17-6A804A4AE848
EF92981F-77DA-4968-8C5B-13A46EF8C024,5/17/2007,NULL,Denver,CO,United States,2007,ACDC20DF-9BFE-4AB7-ACC3-D66728B86935
A1DF5419-A9C0-465B-9920-13B0448B5E61,5/23/2007,NULL,Cincinnati,OH,,2007,25F2EF1B-191B-475F-B1E2-3D7ABB78BCEC
7766A033-ED81-419E-8ED7-13CAA52F57DC,8/23/2007,NULL,Lakeville,MA,United States,2007,EE1D1148-EB41-47DD-8C80-DEE1C78A242E
0BE38394-E587-4B75-B2F4-13DE8FF4E954,7/24/2007,NULL,Montgomery,AL,United States,2007,137C212E-7328-4FF6-8818-747DB4A2FA8B
B60E4048-CD86-44E3-8622-13E67F17BD0E,8/22/2007,NULL,Lake Oswego,OR,United States,2007,73ED0717-D56E-4938-8E32-CEEA45FEE3B8
D7D3543E-C467-4BCA-9113-142A53CC152B,8/14/2007,NULL,Lewisville,TX,United States,2007,125695AC-E576-4FD8-9DBD-5EFFF764CD68
58714AB2-833E-4CB9-80E4-147905DEE837,4/6/2007,NULL,Omaha,NE,United States,2007,732ACC68-4536-4437-8324-BB99C58FB00C
DB686431-8678-40E3-948D-14A2AEB10D66,4/16/2007,NULL,Columbia,MO,United States,2007,BBD50E59-A6D7-47AA-91D6-77BB24B9B629
E38CCBFF-5C74-40CA-B63D-152DAC79BB9F,7/11/2007,NULL,Van Buren,AR,United States,2007,8E696EA7-C5AC-4EAB-82D8-53F0348CF861
F00C668E-0507-4FD7-8442-157F6B6671A6,8/31/2007,NULL,Greendale,WI,United States,2007,11AD5650-81EB-4855-8D84-F40CA13E5979
13225B79-4C3E-4F28-9C58-159838961040,8/28/2007,NULL,Phoenix,AZ,,2007,F8AD9DAA-7B99-448A-879F-070817B80CC1
B972EEEA-C572-4774-94AE-161569743F9E,5/17/2007,NULL,Magna,UT,United States,2007,NULL
D53AAD05-336C-4588-952B-1627308EAC68,5/24/2007,NULL,Mesa,AZ,United States,2007,E4368879-1F53-4D46-96B4-9DE0344A7AE3
D0473860-21A4-4EBF-BA07-16A3069BABFD,8/27/2007,NULL,Las Vagas,NV,United States,2007,94DDB472-CA2E-488D-B3DE-D0D2987403CF
12605150-48C4-4F26-A7A2-16A86D4ABDA5,9/19/2007,NULL,Naperville,IL,,2007,5954E50D-2BB9-401C-BDC8-BB893EF33656
A6B8445E-BFC6-429B-9D28-16B43A0A6750,8/27/2007,NULL,Arlington,TX,United States,2007,702534C6-15C6-47ED-90B6-B09CB75D113A
8984263C-87B5-4C11-95A8-16E2EC612BE9,8/29/2007,NULL,Cedar Creek,TX,United States,2007,4B19F551-1F74-42CA-9C2E-CC63C5EA1FFF
83E10973-EACF-48D8-B91E-170AEB55D1BA,7/6/2007,NULL,Redmond,WA,United States,2007,10312E69-C02F-4AF6-B437-E979C172A611
BFD3B558-D4BF-48F4-A8C9-175DE8B451B7,8/21/2007,NULL,Burlington,MA,United States,2007,459C1ACF-7531-4A32-92F1-151D06D6441D
7AC9884A-0726-4C09-8C77-1764C27C2C98,8/17/2007,NULL,Houston,TX,,2007,F204C5C3-F044-49E8-B6B4-7037F0FFC5EE
82EAB6E7-B252-4C14-947B-17ACDC1ABCC3,9/10/2007,NULL,Redmond,WA,United States,2007,F0D590E6-C861-4CAD-BEAC-A12C30383CEB
121F3D01-ADCB-4A3A-989D-184B1CF08A17,8/30/2007,NULL,Mayfield Village,OH,,2007,B49493C0-39F4-4647-92AE-2F93ED585AD1
5FC755BB-472D-4DE5-8805-1887A5553510,5/11/2007,NULL,Aurora,CO,United States,2007,9ECAEE44-27B8-48B5-B38D-291C9E299019
0E7A5DC9-AFEB-496E-8E62-190AF84BA310,9/7/2007,NULL,Jersey City,NJ,United States,2007,35F94268-472D-416E-B046-79578171E6F8
08382C85-E9A9-428D-99F2-1959206F880D,7/24/2007,NULL,Burlingame,CA,United States,2007,439CCFB6-773C-40C3-B6B2-7B694E3E6CD3
617BC307-BE1D-4BCD-B4FE-198799E7A2A6,8/27/2007,NULL,Paducah,KY,United States,2007,7CB218BE-2AA6-433A-AC7A-9F0C6F08A669
0D7832D6-A5C6-4D76-84F9-19E5221B279C,8/20/2007,NULL,Phoenix,AZ,,2007,NULL
5BFE9664-13B2-47A3-827B-19E8780DC56F,8/24/2007,NULL,Birmingham,AL,United States,2007,400188AE-FC61-4B0B-96F1-2B070BA09876
1173871C-9262-4DF5-95D9-19F784339625,8/31/2007,NULL,San Francisco,CA,United States,2007,5295C161-2660-4918-B8BF-786BC85FEC79
6095AC62-AF1F-4193-93BA-1A1A0C9A11DA,8/28/2007,NULL,Oakland,CA,United States,2007,EECD3203-BEAA-4E8B-9782-74255F4AD787
FEBF64F9-67E2-4164-9BB0-1A2AA7387BF9,5/31/2007,NULL,Colorado Springs,CO,United States,2007,74A4FCAE-DBC8-4DA0-82B0-4269A040AA67
286377CA-7560-4EBD-865E-1A42D1BFAD8A,9/19/2007,NULL,Naperville,IL,,2007,5729C895-4EF2-4B98-8A98-727E9B8C2FFA
374298F9-E47E-4180-9F87-1A4C1E1C54D0,8/27/2007,NULL,Panama City,FL,United States,2007,4A89C5EB-A73F-4A5B-9804-59223768F728
EFEDE805-CEE7-4B22-AE8C-1A91A1A17E9C,5/22/2007,NULL,Kansas City,MO,United States,2007,E3078E44-09F1-45FA-BE63-8F9408F3F113
0DE73AFB-2D1A-4210-B117-1AA299D44D72,5/25/2007,NULL,Chicago,IL,United States,2007,44B31CAA-0230-4025-B5F8-4D0BA48A4B69
42644124-4515-4A14-83EC-1AE39F4CBAA6,5/31/2007,NULL,Washington,DC,United States,2007,NULL
9F0E56A4-0967-4EF5-8322-1AE962DEB444,7/18/2007,NULL,Tampa,,United States,2007,0D874B13-E82D-4A39-9B67-46F3FEC77BE2
689C34A6-1AE1-473D-AE88-1B20CD8FCD52,8/22/2007,NULL,Denver,CO,United States,2007,EB510495-C4E3-419D-954C-8A2FA77C17F3
091793D7-AFCD-44C5-896B-1B32585C1C41,8/22/2007,NULL,Reston,VA,United States,2007,NULL
B38D9FC5-37F9-43A8-94DE-1BBDE160BD1A,9/12/2007,NULL,Raleigh,NC,United States,2007,07F05EF2-7B1C-41D2-AED0-6E8574AC37A1
EB77F08A-F8B5-458B-922C-1BFFE3DBFB40,5/28/2007,NULL,Praha 4,,Czech Republic,2007,E0734262-CE83-42A3-BD28-6EA62CA5537A
4505FCFB-BA05-4237-89D0-1C47327BB1AB,9/6/2007,NULL,Richmond,VA,,2007,2F0E616A-EDE1-4E07-A8AD-50DD49C5512D
E251B930-9CAD-49A5-8CBE-1CA8629FE817,8/30/2007,NULL,New York,NY,United States,2007,4AA4C405-4DBB-4935-842B-39D6BF32B83F
61AEA464-728A-4ACA-A4D8-1D009C50D7E2,4/2/2007,NULL,Bloomington,IL,United States,2007,NULL
9DB7A75F-340A-499F-BE55-1D1DAB92049A,9/4/2007,NULL,Golden,CO,United States,2007,1BAA5B89-817C-4E05-84BE-2D5264BFBDB1
0152129D-0B54-46DE-9D41-1D360F294518,7/24/2007,NULL,Houston,TX,,2007,97960F6C-D88B-4F28-9EF0-FB70E8C70B6F
8B314ACA-50FA-4344-8AE0-1D4705994579,9/10/2007,NULL,Austin,TX,United States,2007,E3390BF3-1D3A-48C8-9C71-56A8DE6108C1
0F89FA23-D8F7-4E34-A81D-1DBE43DB90FE,9/5/2007,NULL,San Jose,CA,United States,2007,D361FEF4-BF63-4C96-A44C-5FAF38FF8675
BEE846A5-907B-4592-B76C-1DE8A5A49DAB,8/29/2007,NULL,Broomfield,CO,,2007,85EB7389-047A-4926-99D4-D0EF12A13814
26A7BC96-459E-4757-896F-1E2C1DBC8C11,9/12/2007,NULL,Mountain View,CA,,2007,7245D785-13F6-4182-B488-52E54B542DF7
D721E818-4075-4AC2-815D-1E39FE31B5C4,5/29/2007,NULL,St. Paul,MN,United States,2007,52CC2F21-9187-402F-874F-B99173EAE94F
C10A903B-4940-48EF-99B0-1E74B87C6E69,5/31/2007,NULL,Winston-Salem,NC,United States,2007,A5F56A21-911B-4734-80C4-DE29762D7778
B31E368F-2D1B-400B-B5F4-1E79F5206B74,7/20/2007,NULL,Portland,OR,United States,2007,DB4D7D3D-778F-4353-950F-E22E197AD8DC
F820B9EC-608D-4D61-9F32-1EA6F2C18E21,8/8/2007,NULL,Charlotte,NC,United States,2007,E0FFAF29-307A-46EC-8097-409D5DF0A711
5D761F08-2559-492F-A804-1EC15864B09C,9/11/2007,NULL,Colorado Springs,CO,United States,2007,NULL
44ECB2C1-5301-4DAD-B715-1F10F31E29DB,6/15/2007,NULL,San Diego,CA,,2007,8608D919-C2D9-4FA9-8B0A-FDB34785734F
9821FB5E-099D-4DB9-A27B-1F5BAFF64168,4/6/2007,NULL,Erie,CO,United States,2007,B1130610-3764-445B-9FA1-CA75B1298155
392BA0ED-DB1C-430F-85B6-1F702B1B5CAA,8/18/2007,NULL,Houston,TX,United States,2007,F15AA8D5-A5C0-49D8-9BAD-3FAF916EFB1F
42D58E4D-801D-4574-9443-1F80C8E82900,8/30/2007,NULL,Houston,TX,United States,2007,8BD2D817-72F1-4BFC-904F-0625F20503E8
B5E24D4A-7138-4528-8813-1F91DE7B5A95,8/6/2007,NULL,Dunrobin,ON,Canada,2007,3A60ABFF-2468-47A6-BF96-4463FAC3B942
3EBCCE96-4D78-4AED-8386-1FD6DFFCBD95,4/13/2007,NULL,San Antonio,TX,United States,2007,65A89A3F-CF12-423D-9E03-89F848387E33
736F4B2F-C301-44DC-B805-2084C9E87562,5/30/2007,NULL,Dublin,CA,United States,2007,F365780A-8DCB-41D4-A83D-FD6814047B12
